gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,act,at,ceq,cogs,csho,dt,dvp,dvt,ebit,ebitda,ib,invt,lct,lt,ni,oancf,optdr,revt,sale,seq,tie,costat,prcc_c
020748,20211231,2021,INDL,C,D,STD,ANET,USD,4812.6760,5734.4290,3978.6000,1025.9010,307.6810,76.8250,0.0000,0.0000,924.7390,973.4740,840.8540,650.1170,1109.8290,1755.8290,840.8540,1015.8560,,2948.0370,2948.0370,3978.6000,,A,143.7500
020779,20210731,2021,INDL,C,D,STD,CSCO,USD,39112.0000,97497.0000,41275.0000,16365.0000,4217.0000,12694.0000,0.0000,6166.0000,13808.0000,15539.0000,10591.0000,1559.0000,26257.0000,56222.0000,10591.0000,15454.0000,,49818.0000,49818.0000,41275.0000,,A,63.3700
020791,20211231,2021,INDL,C,D,STD,BXMT,USD,,22703.2890,4588.1870,91.7710,168.1800,17853.2200,0.0000,384.7410,762.9190,762.9190,419.1930,0.0000,,18084.5780,419.1930,382.4830,,854.6900,854.6900,4588.1870,,A,30.6200
020823,20210131,2020,INDL,C,D,STD,HQY,USD,460.1770,2710.4070,1378.7280,278.3960,77.1680,1074.9780,0.0000,0.0000,80.0040,195.9080,8.8340,,204.7010,1331.6790,8.8340,181.6190,0.0000,733.5700,733.5700,1378.7280,,A,69.7100
020904,20210930,2021,INDL,C,D,STD,HOLX,USD,3168.7000,8919.9000,4218.6000,1462.9000,253.6530,2831.6000,0.0000,0.0000,2547.0000,2953.9000,1871.5000,501.2000,1326.8000,4701.3000,1871.5000,2330.4000,0.0000,5632.3000,5632.3000,4218.6000,,A,76.5600
020935,20211231,2021,INDL,C,D,STD,TRUP,USD,390.9540,562.5820,332.2000,592.3450,40.4750,,0.0000,0.0000,-30.6430,-18.6780,-35.5300,0.0000,223.6960,,-35.5300,7.4580,,698.9910,698.9910,332.2000,,A,132.0300
020943,20211231,2021,INDL,C,D,STD,SAGE,USD,1800.6430,1825.2880,1729.0310,463.0350,58.9370,18.4320,0.0000,0.0000,-460.9090,-456.7270,-457.8920,,85.1930,96.2570,-457.8920,-378.1820,0.0000,6.3080,6.3080,1729.0310,,A,42.5400
020945,20211231,2021,INDL,C,D,STD,IRMD,USD,76.2450,82.8810,72.1730,9.1310,12.5440,2.4830,0.0000,0.0000,9.8170,10.4510,9.3250,4.3000,6.8230,10.7080,9.3250,11.2580,,41.8150,41.8150,72.1730,,A,46.2100
021004,20211231,2021,INDL,C,D,STD,LNTH,USD,235.7910,863.7840,464.4390,195.2250,67.7390,192.9080,0.0000,0.0000,-2.1390,40.1490,-71.2790,35.1290,90.4970,399.3450,-71.2790,53.9160,,425.2080,425.2080,464.4390,,A,28.8900
021012,20211231,2021,INDL,C,D,STD,ATRA,USD,384.6210,468.1270,279.6140,351.3700,91.6710,28.3000,0.0000,0.0000,-340.4620,-331.0300,-340.1410,0.0000,105.7860,188.5130,-340.1410,-220.5220,0.0000,20.3400,20.3400,279.6140,,A,15.7600
021015,20211231,2021,INDL,C,D,STD,OCUL,USD,191.3000,204.8870,87.9990,1.9850,76.7320,58.9830,0.0000,0.0000,-78.0370,-75.6160,-6.5530,1.2500,26.3370,116.8880,-6.5530,-65.5500,0.0000,43.5220,43.5220,87.9990,,A,6.9700
021032,20211231,2021,INDL,C,D,STD,VKTX,USD,210.5280,210.6620,201.8840,0.0000,78.2480,0.0290,0.0000,0.0000,-55.6820,-55.6820,-54.9900,0.0000,8.7780,8.7780,-54.9900,-47.5860,0.0000,0.0000,0.0000,201.8840,,A,4.6000
