gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,costat,ggroup
010549,20210731,2021,INDL,C,D,STD,THO,USD,A,2510
010565,20211231,2021,INDL,C,D,STD,TDW,USD,A,1010
010567,20211231,2021,INDL,C,D,STD,SIX,USD,A,2530
010581,20211231,2021,INDL,C,D,STD,TKR,USD,A,2010
010609,20211231,2021,INDL,C,D,STD,TR,USD,A,3020
010618,20211031,2021,INDL,C,D,STD,TTC,USD,A,2010
010685,20210331,2020,INDL,C,D,STD,TRNS,USD,A,2010
010735,20211231,2021,INDL,C,D,STD,TRN,USD,A,2010
010789,20211231,2021,INDL,C,D,STD,TYL,USD,A,4510
010793,20210930,2021,INDL,C,D,STD,TSN,USD,A,3020
010795,20211231,2021,INDL,C,D,STD,UAL,USD,A,2030
010801,20210930,2021,INDL,C,D,STD,UGI,USD,A,5510
010840,20210831,2021,INDL,C,D,STD,UNF,USD,A,2020
010860,20211231,2021,INDL,C,D,STD,AEE,USD,A,5510
010867,20211231,2021,INDL,C,D,STD,UNP,USD,A,2030
010894,20211231,2021,INDL,C,D,STD,UDR,USD,A,6010
010903,20211231,2021,INDL,C,D,STD,UNH,USD,A,3510
010916,20211231,2021,INDL,C,D,STD,UMBF,USD,A,4010
010917,20211231,2021,INDL,C,D,STD,UMH,USD,A,6010
010920,20211231,2021,INDL,C,D,STD,UPS,USD,A,2030
010991,20211231,2021,INDL,C,D,STD,SGMS,USD,A,2530
010999,20211231,2021,INDL,C,D,STD,UTL,USD,A,5510
011012,20211231,2021,INDL,C,D,STD,SXT,USD,A,1510
011017,20210331,2020,INDL,C,D,STD,UVV,USD,A,3020
011032,20211231,2021,INDL,C,D,STD,UHS,USD,A,3510
011051,20211231,2021,INDL,C,D,STD,UTMD,USD,A,3510
011060,20210331,2020,INDL,C,D,STD,VFC,USD,A,2520
011065,20211231,2021,INDL,C,D,STD,VSEC,USD,A,2020
011094,20211231,2021,INDL,C,D,STD,VMI,USD,A,2010
011124,20211231,2021,INDL,C,D,STD,VECO,USD,A,4530
011191,20211231,2021,INDL,C,D,STD,VSH,USD,A,4520
011220,20211231,2021,INDL,C,D,STD,VNO,USD,A,6010
011228,20211231,2021,INDL,C,D,STD,VMC,USD,A,1510
011234,20210831,2021,INDL,C,D,STD,WDFC,USD,A,3030
011259,20210131,2020,INDL,C,D,STD,WMT,USD,A,3010
011264,20210831,2021,INDL,C,D,STD,WBA,USD,A,3010
011300,20211231,2021,INDL,C,D,STD,GHC,USD,A,2530
011301,20211231,2021,INDL,C,D,STD,WRE,USD,A,6010
011304,20211231,2021,INDL,C,D,STD,AVA,USD,A,5510
011343,20211231,2021,INDL,C,D,STD,WMK,USD,A,3010
011376,20211231,2021,INDL,C,D,STD,WST,USD,A,3520
011399,20210630,2021,INDL,C,D,STD,WDC,USD,A,4520
011456,20211231,2021,INDL,C,D,STD,WY,USD,A,6010
011465,20211231,2021,INDL,C,D,STD,WHR,USD,A,2520
011506,20211231,2021,INDL,C,D,STD,WMB,USD,A,1010
011511,20210131,2020,INDL,C,D,STD,WSM,USD,A,2550
011537,20210831,2021,INDL,C,D,STD,WGO,USD,A,2510
011550,20211231,2021,INDL,C,D,STD,WEC,USD,A,5510
011554,20211231,2021,INDL,C,D,STD,LNT,USD,A,5510
011566,20211231,2021,INDL,C,D,STD,WWW,USD,A,2520
011580,20210930,2021,INDL,C,D,STD,WWD,USD,A,2010
011584,20210131,2020,INDL,C,D,STD,FL,USD,A,2550
011600,20210531,2020,INDL,C,D,STD,WOR,USD,A,1510
011636,20211231,2021,INDL,C,D,STD,XRX,USD,A,4520
011657,20211231,2021,INDL,C,D,STD,YORW,USD,A,5510
011672,20210131,2020,INDL,C,D,STD,TJX,USD,A,2550
011687,20211231,2021,INDL,C,D,STD,ZION,USD,A,4010
011721,20210930,2021,INDL,C,D,STD,OSK,USD,A,2010
011729,20211231,2021,INDL,C,D,STD,WTM,USD,A,4030
011745,20211231,2021,INDL,C,D,STD,QLYS,USD,A,4510
011756,20211231,2021,INDL,C,D,STD,ALEX,USD,A,6010
011770,20211231,2021,INDL,C,D,STD,SF,USD,A,4020
011796,20211231,2021,INDL,C,D,STD,LCII,USD,A,2510
011811,20210630,2021,INDL,C,D,STD,JKHY,USD,A,4510
011842,20211231,2021,INDL,C,D,STD,ASB,USD,A,4010
011854,20211231,2021,INDL,C,D,STD,NMIH,USD,A,4010
011861,20211231,2021,INDL,C,D,STD,VLY,USD,A,4010
012081,20211231,2021,INDL,C,D,STD,LAND,USD,A,6010
012123,20210131,2020,INDL,C,D,STD,BIG,USD,A,2550
012124,20211231,2021,INDL,C,D,STD,MS,USD,A,4020
012138,20211231,2021,INDL,C,D,STD,TROW,USD,A,4020
012140,20211231,2021,INDL,C,D,STD,NNN,USD,A,6010
012141,20210630,2021,INDL,C,D,STD,MSFT,USD,A,4510
012142,20210531,2020,INDL,C,D,STD,ORCL,USD,A,4510
012151,20210630,2021,INDL,C,D,STD,COTY,USD,A,3030
012181,20211231,2021,INDL,C,D,STD,RGEN,USD,A,3520
012262,20211231,2021,INDL,C,D,STD,ASTE,USD,A,2010
012266,20211231,2021,INDL,C,D,STD,WERN,USD,A,2030
012379,20210430,2020,INDL,C,D,STD,AMWD,USD,A,2010
012389,20211231,2021,INDL,C,D,STD,HOG,USD,A,2510
012392,20211231,2021,INDL,C,D,STD,SKYW,USD,A,2030
012395,20211031,2021,INDL,C,D,STD,TOL,USD,A,2520
012428,20211231,2021,INDL,C,D,STD,POR,USD,A,5510
012441,20211231,2021,INDL,C,D,STD,IT,USD,A,4510
012445,20211231,2021,INDL,C,D,STD,WTS,USD,A,2010
012459,20211231,2021,INDL,C,D,STD,NVR,USD,A,2520
012471,20211231,2021,INDL,C,D,STD,INT,USD,A,1010
012482,20210930,2021,INDL,C,D,STD,CLFD,USD,A,4520
012540,20211130,2021,INDL,C,D,STD,ADBE,USD,A,4510
012544,20211231,2021,INDL,C,D,STD,JOE,USD,A,6010
012568,20210930,2021,INDL,C,D,STD,DJCO,USD,A,5020
012598,20211231,2021,INDL,C,D,STD,PTSI,USD,A,2030
012603,20211231,2021,INDL,C,D,STD,CNO,USD,A,4030
012615,20211231,2021,INDL,C,D,STD,MHO,USD,A,2520
012625,20211231,2021,INDL,C,D,STD,MRTN,USD,A,2030
012635,20211231,2021,INDL,C,D,STD,FISV,USD,A,4510
012689,20211130,2021,INDL,C,D,STD,KBH,USD,A,2520
012711,20210930,2021,INDL,C,D,STD,CVM,USD,A,3520
012726,20211231,2021,INDL,C,D,STD,UNM,USD,A,4030
012785,20211231,2021,INDL,C,D,STD,PPC,USD,A,3020
012825,20210930,2021,INDL,C,D,STD,JJSF,USD,A,3020
012840,20211231,2021,INDL,C,D,STD,HTLD,USD,A,2030
012850,20211231,2021,INDL,C,D,STD,CERN,USD,A,3510
012874,20211231,2021,INDL,C,D,STD,ICAD,USD,A,3510
012909,20211231,2021,INDL,C,D,STD,MKL,USD,A,4030
012915,20211231,2021,INDL,C,D,STD,OSUR,USD,A,3510
012945,20210930,2021,INDL,C,D,STD,PLXS,USD,A,4520
012972,20210930,2021,INDL,C,D,STD,IMKTA,USD,A,3010
013041,20211231,2021,INDL,C,D,STD,SNV,USD,A,4010
013071,20211231,2021,INDL,C,D,STD,RDNT,USD,A,3510
013092,20210930,2021,INDL,C,D,STD,JACK,USD,A,2530
013200,20211031,2021,INDL,C,D,STD,PLAB,USD,A,4530
013323,20211031,2021,INDL,C,D,STD,SAFM,USD,A,3020
013341,20211231,2021,INDL,C,D,STD,PGR,USD,A,4030
013342,20211231,2021,INDL,C,D,STD,RLI,USD,A,4030
013421,20211231,2021,INDL,C,D,STD,CDNS,USD,A,4510
013453,20211231,2021,INDL,C,D,STD,OPY,USD,A,4020
013480,20211231,2021,INDL,C,D,STD,EBIX,USD,A,4510
013498,20211130,2021,INDL,C,D,STD,CCL,USD,A,2530
013510,20211231,2021,INDL,C,D,STD,DRE,USD,A,6010
013561,20211231,2021,INDL,C,D,STD,MBI,USD,A,4030
013562,20211231,2021,INDL,C,D,STD,BDN,USD,A,6010
013570,20211231,2021,INDL,C,D,STD,MIDD,USD,A,2010
013579,20211231,2021,INDL,C,D,STD,EQC,USD,A,6010
013580,20211231,2021,INDL,C,D,STD,UHT,USD,A,6010
013602,20210430,2020,INDL,C,D,STD,CRMT,USD,A,2550
013619,20210331,2020,INDL,C,D,STD,ABMD,USD,A,3510
013623,20211231,2021,INDL,C,D,STD,CNMD,USD,A,3510
013721,20211231,2021,INDL,C,D,STD,ZTS,USD,A,3520
013786,20211231,2021,INDL,C,D,STD,HRTX,USD,A,3520
013824,20210930,2021,INDL,C,D,STD,FICO,USD,A,4510
013906,20210930,2021,INDL,C,D,STD,JOUT,USD,A,2520
013963,20211231,2021,INDL,C,D,STD,VGR,USD,A,3020
013988,20211231,2021,INDL,C,D,STD,SCHW,USD,A,4020
014027,20211231,2021,INDL,C,D,STD,CLH,USD,A,2020
014084,20211231,2021,INDL,C,D,STD,AIN,USD,A,2010
014113,20210930,2021,INDL,C,D,STD,MITK,USD,A,4510
014172,20211231,2021,INDL,C,D,STD,FULT,USD,A,4010
014225,20211231,2021,INDL,C,D,STD,FAST,USD,A,2010
014253,20211231,2021,INDL,C,D,STD,WABC,USD,A,4010
014269,20211231,2021,INDL,C,D,STD,HLF,USD,A,3030
014275,20211231,2021,INDL,C,D,STD,FRC,USD,A,4010
014282,20211231,2021,INDL,C,D,STD,APH,USD,A,4520
014309,20211231,2021,INDL,C,D,STD,IPAR,USD,A,3030
014311,20211231,2021,INDL,C,D,STD,PII,USD,A,2520
014320,20211231,2021,INDL,C,D,STD,ICPT,USD,A,3520
014359,20211231,2021,INDL,C,D,STD,PXD,USD,A,1010
014369,20211231,2021,INDL,C,D,STD,USM,USD,A,5010
014370,20211231,2021,INDL,C,D,STD,MAN,USD,A,2020
014403,20211231,2021,INDL,C,D,STD,DX,USD,A,4020
014418,20211231,2021,INDL,C,D,STD,MGM,USD,A,2530
014477,20211231,2021,INDL,C,D,STD,WM,USD,A,2020
014561,20210630,2021,INDL,C,D,STD,IIVI,USD,A,4520
014590,20211231,2021,INDL,C,D,STD,FCX,USD,A,1510
014624,20211231,2021,INDL,C,D,STD,ODP,USD,A,2550
014790,20211231,2021,INDL,C,D,STD,MTH,USD,A,2520
014793,20211231,2021,INDL,C,D,STD,ARCH,USD,A,1010
014822,20211231,2021,INDL,C,D,STD,WRB,USD,A,4030
014824,20211231,2021,INDL,C,D,STD,CINF,USD,A,4030
014828,20211231,2021,INDL,C,D,STD,ORI,USD,A,4030
014891,20211231,2021,INDL,C,D,STD,MGPI,USD,A,3020
014898,20211231,2021,INDL,C,D,STD,DDD,USD,A,4520
014934,20211231,2021,INDL,C,D,STD,DVN,USD,A,1010
014954,20210831,2021,INDL,C,D,STD,LNN,USD,A,2010
014960,20211231,2021,INDL,C,D,STD,LH,USD,A,3510
015044,20210131,2020,INDL,C,D,STD,WDAY,USD,A,4510
015060,20211231,2021,INDL,C,D,STD,CPE,USD,A,1010
015101,20211231,2021,INDL,C,D,STD,MFA,USD,A,4020
015247,20211231,2021,INDL,C,D,STD,VLO,USD,A,1010
015252,20211231,2021,INDL,C,D,STD,TRS,USD,A,1510
015267,20211231,2021,INDL,C,D,STD,IEX,USD,A,2010
015343,20211231,2021,INDL,C,D,STD,MLI,USD,A,2010
015417,20211231,2021,INDL,C,D,STD,BRO,USD,A,4030
015420,20210131,2020,INDL,C,D,STD,AMBA,USD,A,4530
015459,20211231,2021,INDL,C,D,STD,TG,USD,A,1510
015520,20210131,2020,INDL,C,D,STD,SIG,USD,A,2550
016009,20210131,2020,INDL,C,D,STD,SPWH,USD,A,2550
016101,20211231,2021,INDL,C,D,STD,ABBV,USD,A,3520
016113,20211231,2021,INDL,C,D,STD,APAM,USD,A,4020
016125,20211231,2021,INDL,C,D,STD,GMRE,USD,A,6010
016188,20211231,2021,INDL,C,D,STD,CGNX,USD,A,4520
016269,20210930,2021,INDL,C,D,STD,ENTA,USD,A,3520
016384,20211231,2021,INDL,C,D,STD,VOYA,USD,A,4020
016401,20210331,2020,INDL,C,D,STD,CRUS,USD,A,4530
016453,20210531,2020,INDL,C,D,STD,NEOG,USD,A,3510
016477,20211231,2021,INDL,C,D,STD,LEA,USD,A,2510
016478,20211231,2021,INDL,C,D,STD,EOG,USD,A,1010
016486,20211231,2021,INDL,C,D,STD,BCC,USD,A,2010
016549,20211231,2021,INDL,C,D,STD,SFBS,USD,A,4010
016597,20211231,2021,INDL,C,D,STD,LSCC,USD,A,4530
016653,20211231,2021,INDL,C,D,STD,TMHC,USD,A,2520
016668,20211231,2021,INDL,C,D,STD,AROW,USD,A,4010
016705,20211231,2021,INDL,C,D,STD,CPF,USD,A,4010
016710,20210930,2021,INDL,C,D,STD,DGII,USD,A,4520
016721,20210331,2020,INDL,C,D,STD,EA,USD,A,5020
016745,20211231,2021,INDL,C,D,STD,PRTA,USD,A,3520
016777,20211231,2021,INDL,C,D,STD,FBNC,USD,A,4010
016781,20211231,2021,INDL,C,D,STD,CHCO,USD,A,4010
016790,20211231,2021,INDL,C,D,STD,CBU,USD,A,4010
016821,20211231,2021,INDL,C,D,STD,FBP,USD,A,4010
016832,20211231,2021,INDL,C,D,STD,GBCI,USD,A,4010
016845,20211231,2021,INDL,C,D,STD,FRME,USD,A,4010
016889,20211231,2021,INDL,C,D,STD,INDB,USD,A,4010
016890,20211231,2021,INDL,C,D,STD,IBCP,USD,A,4010
016967,20211231,2021,INDL,C,D,STD,HIFS,USD,A,4010
016981,20211231,2021,INDL,C,D,STD,OFG,USD,A,4010
017010,20211231,2021,INDL,C,D,STD,LSXMK,USD,A,5020
017035,20211231,2021,INDL,C,D,STD,MCY,USD,A,4030
017073,20211231,2021,INDL,C,D,STD,NWLI,USD,A,4030
017095,20211231,2021,INDL,C,D,STD,ONB,USD,A,4010
017101,20211231,2021,INDL,C,D,STD,IMGN,USD,A,3520
017106,20211231,2021,INDL,C,D,STD,PEBO,USD,A,4010
017115,20211231,2021,INDL,C,D,STD,SIGI,USD,A,4030
017120,20211231,2021,INDL,C,D,STD,SIVB,USD,A,4010
017132,20211231,2021,INDL,C,D,STD,WSFS,USD,A,4010
017145,20210930,2021,INDL,C,D,STD,WAFD,USD,A,4010
017150,20211231,2021,INDL,C,D,STD,WBS,USD,A,4010
017151,20211231,2021,INDL,C,D,STD,WSBC,USD,A,4010
017184,20211231,2021,INDL,C,D,STD,SBCF,USD,A,4010
017195,20211231,2021,INDL,C,D,STD,FFBC,USD,A,4010
017199,20211231,2021,INDL,C,D,STD,BLFS,USD,A,3510
017240,20211231,2021,INDL,C,D,STD,TMP,USD,A,4010
017245,20211231,2021,INDL,C,D,STD,TRST,USD,A,4010
017248,20211231,2021,INDL,C,D,STD,UBSI,USD,A,4010
017252,20211231,2021,INDL,C,D,STD,UFCS,USD,A,4030
017277,20211231,2021,INDL,C,D,STD,NVEE,USD,A,2010
017306,20211231,2021,INDL,C,D,STD,PFSI,USD,A,4010
017341,20211231,2021,INDL,C,D,STD,ARTNA,USD,A,5510
017367,20211231,2021,INDL,C,D,STD,AMNB,USD,A,4010
017451,20211231,2021,INDL,C,D,STD,IBTX,USD,A,4010
017498,20211231,2021,INDL,C,D,STD,CMRX,USD,A,3520
017534,20211231,2021,INDL,C,D,STD,CCNE,USD,A,4010
017553,20210930,2021,INDL,C,D,STD,MODN,USD,A,4510
017626,20211231,2021,INDL,C,D,STD,AHH,USD,A,6010
017639,20211231,2021,INDL,C,D,STD,AMH,USD,A,6010
017696,20211231,2021,INDL,C,D,STD,TSC,USD,A,4010
017724,20211231,2021,INDL,C,D,STD,CNOB,USD,A,4010
017769,20211231,2021,INDL,C,D,STD,HASI,USD,A,4020
017808,20211231,2021,INDL,C,D,STD,EPZM,USD,A,3520
017811,20211231,2021,INDL,C,D,STD,ECOM,USD,A,4510
017874,20211231,2021,INDL,C,D,STD,TMUS,USD,A,5010
017875,20211231,2021,INDL,C,D,STD,NCBS,USD,A,4010
017878,20211231,2021,INDL,C,D,STD,NRZ,USD,A,4020
017934,20211231,2021,INDL,C,D,STD,SFM,USD,A,3010
017997,20211231,2021,INDL,C,D,STD,CSTM,USD,A,1510
017998,20211231,2021,INDL,C,D,STD,BLUE,USD,A,3520
018004,20211231,2021,INDL,C,D,STD,CCS,USD,A,2520
018009,20211231,2021,INDL,C,D,STD,NSTG,USD,A,3520
018036,20211231,2021,INDL,C,D,STD,COMM,USD,A,4520
018037,20211231,2021,INDL,C,D,STD,CZNC,USD,A,4010
018043,20210630,2021,INDL,C,D,STD,NWSA,USD,A,5020
018047,20211231,2021,INDL,C,D,STD,NDLS,USD,A,2530
018049,20211231,2021,INDL,C,D,STD,FNB,USD,A,4010
018071,20211231,2021,INDL,C,D,STD,REXR,USD,A,6010
018145,20211231,2021,INDL,C,D,STD,DOC,USD,A,6010
018159,20211231,2021,INDL,C,D,STD,AGIO,USD,A,3520
018162,20211231,2021,INDL,C,D,STD,ESPR,USD,A,3520
018204,20211231,2021,INDL,C,D,STD,ANIP,USD,A,3520
018241,20211231,2021,INDL,C,D,STD,FCF,USD,A,4010
018307,20211231,2021,INDL,C,D,STD,FLIC,USD,A,4010
018312,20211231,2021,INDL,C,D,STD,USFD,USD,A,3010
018320,20211231,2021,INDL,C,D,STD,FOXF,USD,A,2510
018329,20211231,2021,INDL,C,D,STD,BUSE,USD,A,4010
018383,20211231,2021,INDL,C,D,STD,BRX,USD,A,6010
018465,20211231,2021,INDL,C,D,STD,AR,USD,A,1010
018494,20211231,2021,INDL,C,D,STD,IRT,USD,A,6010
018498,20211231,2021,INDL,C,D,STD,MUSA,USD,A,2550
018533,20211231,2021,INDL,C,D,STD,HBNC,USD,A,4010
018556,20211231,2021,INDL,C,D,STD,CHGG,USD,A,2530
018561,20211231,2021,INDL,C,D,STD,BNFT,USD,A,4510
018562,20211231,2021,INDL,C,D,STD,FATE,USD,A,3520
018578,20211231,2021,INDL,C,D,STD,RMAX,USD,A,6010
018624,20210630,2021,INDL,C,D,STD,PINC,USD,A,3510
018626,20211231,2021,INDL,C,D,STD,GLOB,USD,A,4510
018629,20211231,2021,INDL,C,D,STD,LGIH,USD,A,2520
018630,20211231,2021,INDL,C,D,STD,RNG,USD,A,4510
018658,20211231,2021,INDL,C,D,STD,MGNX,USD,A,3520
018675,20210131,2020,INDL,C,D,STD,BURL,USD,A,2550
018683,20210131,2020,INDL,C,D,STD,SAIC,USD,A,2020
018689,20210131,2020,INDL,C,D,STD,VEEV,USD,A,3510
018699,20210930,2021,INDL,C,D,STD,PTC,USD,A,4510
018732,20211231,2021,INDL,C,D,STD,LKFN,USD,A,4010
018745,20211231,2021,INDL,C,D,STD,ESNT,USD,A,4010
018749,20211231,2021,INDL,C,D,STD,AERI,USD,A,3520
018792,20211231,2021,INDL,C,D,STD,GLPI,USD,A,6010
018842,20210331,2020,INDL,C,D,STD,TCS,USD,A,2550
018869,20211231,2021,INDL,C,D,STD,WIX,USD,A,4510
018872,20211231,2021,INDL,C,D,STD,TWTR,USD,A,5020
018899,20211231,2021,INDL,C,D,STD,TNDM,USD,A,3510
018930,20211231,2021,INDL,C,D,STD,KPTI,USD,A,3520
018938,20211231,2021,INDL,C,D,STD,XNCR,USD,A,3520
018947,20211231,2021,INDL,C,D,STD,VCYT,USD,A,3520
019000,20211231,2021,INDL,C,D,STD,MMI,USD,A,6010
019044,20211231,2021,INDL,C,D,STD,VRNS,USD,A,4510
019071,20211231,2021,INDL,C,D,STD,CWH,USD,A,2550
019094,20211231,2021,INDL,C,D,STD,NBTB,USD,A,4010
019149,20211231,2021,INDL,C,D,STD,RARE,USD,A,3520
019150,20211231,2021,INDL,C,D,STD,OSBC,USD,A,4010
019154,20211231,2021,INDL,C,D,STD,CARA,USD,A,3520
019172,20210630,2021,INDL,C,D,STD,AMRK,USD,A,4020
019262,20211231,2021,INDL,C,D,STD,CTBI,USD,A,4010
019274,20211231,2021,INDL,C,D,STD,INGN,USD,A,3510
019318,20211231,2021,INDL,C,D,STD,PRK,USD,A,4010
019355,20211231,2021,INDL,C,D,STD,SFNC,USD,A,4010
019391,20210630,2021,INDL,C,D,STD,MBUU,USD,A,2520
019398,20211231,2021,INDL,C,D,STD,DENN,USD,A,2530
019402,20210131,2020,INDL,C,D,STD,GIII,USD,A,2520
019412,20211231,2021,INDL,C,D,STD,ITCI,USD,A,3520
019428,20211231,2021,INDL,C,D,STD,GSBC,USD,A,4010
019440,20211231,2021,INDL,C,D,STD,LADR,USD,A,4020
019471,20211231,2021,INDL,C,D,STD,RVNC,USD,A,3520
019507,20211231,2021,INDL,C,D,STD,OUT,USD,A,6010
019516,20211231,2021,INDL,C,D,STD,IBP,USD,A,2520
019517,20211231,2021,INDL,C,D,STD,OGS,USD,A,5510
019518,20211231,2021,INDL,C,D,STD,KN,USD,A,4520
019526,20211231,2021,INDL,C,D,STD,FPI,USD,A,6010
019570,20211231,2021,INDL,C,D,STD,STBA,USD,A,4010
019581,20210131,2020,INDL,C,D,STD,LE,USD,A,2550
019582,20211231,2021,INDL,C,D,STD,CTRE,USD,A,6010
019600,20211231,2021,INDL,C,D,STD,CBAY,USD,A,3520
019602,20211231,2021,INDL,C,D,STD,HEAR,USD,A,4520
019647,20211231,2021,INDL,C,D,STD,LC,USD,A,4020
019649,20211231,2021,INDL,C,D,STD,SABR,USD,A,4510
019730,20210630,2021,INDL,C,D,STD,PCTY,USD,A,4510
019747,20211231,2021,INDL,C,D,STD,QUOT,USD,A,2550
019784,20211231,2021,INDL,C,D,STD,EGRX,USD,A,3520
019817,20211231,2021,INDL,C,D,STD,UVSP,USD,A,4010
019849,20211231,2021,INDL,C,D,STD,ATEN,USD,A,4510
019851,20211231,2021,INDL,C,D,STD,CIO,USD,A,6010
019858,20211231,2021,INDL,C,D,STD,VRTV,USD,A,2010
019859,20211231,2021,INDL,C,D,STD,AKBA,USD,A,3520
019873,20211231,2021,INDL,C,D,STD,WASH,USD,A,4010
019877,20211231,2021,INDL,C,D,STD,QTWO,USD,A,4510
019908,20211231,2021,INDL,C,D,STD,FIVN,USD,A,4510
019927,20211231,2021,INDL,C,D,STD,MC,USD,A,4020
019998,20211231,2021,INDL,C,D,STD,MEDP,USD,A,3520
020011,20211231,2021,INDL,C,D,STD,TMST,USD,A,1510
020018,20211231,2021,INDL,C,D,STD,ALDX,USD,A,3520
020019,20211231,2021,INDL,C,D,STD,CVBF,USD,A,4010
020088,20210131,2020,INDL,C,D,STD,BOX,USD,A,4510
020109,20211231,2021,INDL,C,D,STD,CCBG,USD,A,4010
020115,20210630,2021,INDL,C,D,STD,PAHC,USD,A,3520
020116,20211231,2021,INDL,C,D,STD,PAYC,USD,A,4510
020185,20210930,2021,INDL,C,D,STD,SMG,USD,A,1510
020228,20210630,2021,INDL,C,D,STD,CTLT,USD,A,3520
020229,20211231,2021,INDL,C,D,STD,ZEN,USD,A,4510
020232,20211031,2021,INDL,C,D,STD,KEYS,USD,A,4520
020233,20211231,2021,INDL,C,D,STD,TBPH,USD,A,3520
020235,20211231,2021,INDL,C,D,STD,DNOW,USD,A,2010
020299,20211231,2021,INDL,C,D,STD,LOB,USD,A,4010
020412,20211231,2021,INDL,C,D,STD,ARES,USD,A,4020
020420,20211231,2021,INDL,C,D,STD,OEC,USD,A,1510
020430,20211231,2021,INDL,C,D,STD,SLM,USD,A,4020
020567,20211231,2021,INDL,C,D,STD,MRNS,USD,A,3520
020600,20211130,2021,INDL,C,D,STD,NG,USD,A,1510
020644,20211231,2021,INDL,C,D,STD,GPRO,USD,A,2520
020645,20211231,2021,INDL,C,D,STD,ARDX,USD,A,3520
020649,20211231,2021,INDL,C,D,STD,SNDX,USD,A,3520
020659,20211231,2021,INDL,C,D,STD,AMPH,USD,A,3520
020661,20211231,2021,INDL,C,D,STD,VEC,USD,A,2010
020677,20211231,2021,INDL,C,D,STD,FFWM,USD,A,4010
020686,20211231,2021,INDL,C,D,STD,SYF,USD,A,4020
020692,20210630,2021,INDL,C,D,STD,KE,USD,A,4520
020696,20211231,2021,INDL,C,D,STD,DOOR,USD,A,2010
020748,20211231,2021,INDL,C,D,STD,ANET,USD,A,4520
020779,20210731,2021,INDL,C,D,STD,CSCO,USD,A,4520
020791,20211231,2021,INDL,C,D,STD,BXMT,USD,A,4020
020823,20210131,2020,INDL,C,D,STD,HQY,USD,A,3510
020904,20210930,2021,INDL,C,D,STD,HOLX,USD,A,3510
020935,20211231,2021,INDL,C,D,STD,TRUP,USD,A,4030
020943,20211231,2021,INDL,C,D,STD,SAGE,USD,A,3520
020945,20211231,2021,INDL,C,D,STD,IRMD,USD,A,3510
021004,20211231,2021,INDL,C,D,STD,LNTH,USD,A,3510
021012,20211231,2021,INDL,C,D,STD,ATRA,USD,A,3520
021015,20211231,2021,INDL,C,D,STD,OCUL,USD,A,3520
021032,20211231,2021,INDL,C,D,STD,VKTX,USD,A,3520
021124,20211231,2021,INDL,C,D,STD,LOCO,USD,A,2530
021227,20211231,2021,INDL,C,D,STD,LBRDK,USD,A,5020
021237,20211231,2021,INDL,C,D,STD,TTI,USD,A,1010
021238,20211231,2021,INDL,C,D,STD,VICR,USD,A,2010
021429,20211231,2021,INDL,C,D,STD,GVA,USD,A,2010
021440,20211231,2021,INDL,C,D,STD,LSTR,USD,A,2030
021503,20211231,2021,INDL,C,D,STD,KMPR,USD,A,4030
021515,20211231,2021,INDL,C,D,STD,UNVR,USD,A,2010
021540,20211231,2021,INDL,C,D,STD,W,USD,A,2550
021542,20211231,2021,INDL,C,D,STD,AAON,USD,A,2010
021593,20211231,2021,INDL,C,D,STD,CIVB,USD,A,4010
021604,20211231,2021,INDL,C,D,STD,PGRE,USD,A,6010
021630,20211231,2021,INDL,C,D,STD,STOR,USD,A,6010
021633,20211231,2021,INDL,C,D,STD,VBTX,USD,A,4010
021743,20210331,2020,INDL,C,D,STD,NVEC,USD,A,4530
021761,20210630,2021,INDL,C,D,STD,CDK,USD,A,4510
021777,20211231,2021,INDL,C,D,STD,MMSI,USD,A,3510
021798,20211231,2021,INDL,C,D,STD,FRPT,USD,A,3020
021815,20211231,2021,INDL,C,D,STD,TBK,USD,A,4010
021825,20211231,2021,INDL,C,D,STD,CFG,USD,A,4010
021841,20211231,2021,INDL,C,D,STD,CHRS,USD,A,3520
021847,20211231,2021,INDL,C,D,STD,HUBS,USD,A,4510
021898,20210331,2020,INDL,C,D,STD,BOOT,USD,A,2550
021901,20211231,2021,INDL,C,D,STD,FGEN,USD,A,3520
021916,20211231,2021,INDL,C,D,STD,NVRO,USD,A,3510
022000,20211231,2021,INDL,C,D,STD,WK,USD,A,4510
022037,20211231,2021,INDL,C,D,STD,SIEN,USD,A,3510
022040,20211231,2021,INDL,C,D,STD,UPLD,USD,A,4510
022047,20211231,2021,INDL,C,D,STD,GRBK,USD,A,2520
022082,20211231,2021,INDL,C,D,STD,JYNT,USD,A,3510
022086,20211231,2021,INDL,C,D,STD,IBOC,USD,A,4010
022134,20211231,2021,INDL,C,D,STD,AXTA,USD,A,1510
022182,20210331,2020,INDL,C,D,STD,NEWR,USD,A,4510
022207,20211231,2021,INDL,C,D,STD,TBI,USD,A,2020
022260,20211231,2021,INDL,C,D,STD,HCA,USD,A,3510
022447,20211231,2021,INDL,C,D,STD,PARR,USD,A,1010
022459,20211231,2021,INDL,C,D,STD,UE,USD,A,6010
022583,20210430,2020,INDL,C,D,STD,GMS,USD,A,2010
022603,20211231,2021,INDL,C,D,STD,SUM,USD,A,1510
022653,20210331,2020,INDL,C,D,STD,VSTO,USD,A,2520
022671,20211231,2021,INDL,C,D,STD,ESTE,USD,A,1010
