,tic,ROA,Net Profit Margin,Inventory Turnover,Dividend Payout Ratio,Dividend Yield,B/P,E/P,EBIT/P,S/P,CF/P,1/Financial Leverage,1/ROE
109,ED,0.04477470055136574,0.04477470055136574,20.17848970251716,0.8016344725111442,0.03572459679875828,0.6634047692833361,0.04456469628464193,0.09356599680564495,0.4527985040035387,0.090486861029663,0.3174630838456176,14.886329866270431
110,CTO,-0.001889136984937372,-0.001889136984937372,87.58670520231215,0.8816967267869071,0.0726495698269202,1.1846354773845669,0.08239745892181191,-0.0038116392988212923,0.19339459697239703,0.07589427938165688,0.5871328629359508,14.377087508350034
111,CMS,0.039856710604110876,0.039856710604110876,7.599700149925037,0.6790945406125166,0.027057485841016617,0.339916297614497,0.07178191831940291,0.06079976230157852,0.3888319877035506,0.09650503283295926,0.22282892219942266,4.73540280857354
112,CLR,0.1328836130342076,0.1328836130342076,10.019485071233708,0.1014685412361948,0.010335840943658598,0.4584487836267524,0.10186251637932986,0.1515060260278229,0.3507497576434923,0.24370515420918182,0.40209840068191727,4.500662264414486
113,COO,0.0647082092815057,0.0647082092815057,1.3218920765027322,0.0010187795021564167,0.0001452521291299175,0.33610374333135373,0.14257464821628932,0.030096241155718906,0.14149978246072795,0.03576107419178569,0.7226374633049488,2.3573878493564715
114,GLW,0.07262718047356902,0.07262718047356902,3.0580411124546556,0.4386149003147954,0.027054228194000825,0.3991145888954691,0.0616810513609636,0.07087172218284904,0.4557148820908129,0.11041749593053923,0.40900046428334547,6.470619097586569
115,CUZ,0.024670700382410697,0.024670700382410697,9.196152725153016,0.666293352860517,0.03099269815905043,0.7625068644101215,0.04651509432893666,0.030119953663428428,0.12720898026736552,0.0650305683309484,0.6245553562797986,16.39267587028781
116,CBRL,0.06442755636799691,0.06442755636799691,17.467307692307692,0.09337833430905297,0.007862626476927191,0.21955307568638488,0.08420182834815157,0.05097870808954759,0.9334326473772349,0.09988010272085122,0.27747404141165216,2.607462094274163
117,CR,0.10816654036464136,0.10816654036464136,4.130188251304151,0.25589652548820696,0.017149200292849196,0.31142199897509987,0.07400160364228482,0.08248272450069091,0.540480247088805,0.08472622741313501,0.4083938840101636,4.208314193844741
118,OMF,0.12509624530096472,0.12509624530096472,37.44230769230769,0.9726027397260274,0.19982449217841908,0.48361279679800484,0.20545335111302243,0.43185856603817957,0.7775643189384023,0.351334611834826,0.1400878662982925,2.353881278538813
119,CCK,0.0963342473661423,0.0963342473661423,5.204034582132564,-0.0,0.0,0.13703419461274086,-0.04013553817109565,0.09568025617573694,0.8166148605740425,0.06486189650864564,0.13797084716409294,-3.4142857142857146
120,CFR,0.011657873494280196,0.011657873494280196,6.918302540415705,0.4422303923228138,0.02429030894412333,0.5323236273196125,0.054926819517171946,0.07352869148462865,0.17156884761251925,0.08036641909286144,0.08439918323047717,9.691506480785593
